id,parent_id,code,description,level
block:I10,chapter:I,I10,Block I10,block
block:I11,chapter:I,I11,Block I11,block
block:I12,chapter:I,I12,Block I12,block
block:I13,chapter:I,I13,Block I13,block
block:I15,chapter:I,I15,Block I15,block
block:I20,chapter:I,I20,Block I20,block
block:I21,chapter:I,I21,Block I21,block
block:I22,chapter:I,I22,Block I22,block
block:I23,chapter:I,I23,Block I23,block
block:I24,chapter:I,I24,Block I24,block
block:I25,chapter:I,I25,Block I25,block
block:I26,chapter:I,I26,Block I26,block
block:I27,chapter:I,I27,Block I27,block
block:I28,chapter:I,I28,Block I28,block
block:I30,chapter:I,I30,Block I30,block
block:I31,chapter:I,I31,Block I31,block
block:I32,chapter:I,I32,Block I32,block
block:I33,chapter:I,I33,Block I33,block
block:I34,chapter:I,I34,Block I34,block
block:I35,chapter:I,I35,Block I35,block
block:I36,chapter:I,I36,Block I36,block
block:I37,chapter:I,I37,Block I37,block
block:I38,chapter:I,I38,Block I38,block
block:I39,chapter:I,I39,Block I39,block
block:I40,chapter:I,I40,Block I40,block
block:I41,chapter:I,I41,Block I41,block
block:I42,chapter:I,I42,Block I42,block
block:I43,chapter:I,I43,Block I43,block
block:I44,chapter:I,I44,Block I44,block
block:I45,chapter:I,I45,Block I45,block
block:I46,chapter:I,I46,Block I46,block
block:I47,chapter:I,I47,Block I47,block
block:I48,chapter:I,I48,Block I48,block
block:I49,chapter:I,I49,Block I49,block
block:I50,chapter:I,I50,Block I50,block
block:I51,chapter:I,I51,Block I51,block
block:I52,chapter:I,I52,Block I52,block
block:I60,chapter:I,I60,Block I60,block
block:I61,chapter:I,I61,Block I61,block
block:I62,chapter:I,I62,Block I62,block
block:I63,chapter:I,I63,Block I63,block
block:I64,chapter:I,I64,Block I64,block
block:I65,chapter:I,I65,Block I65,block
block:I66,chapter:I,I66,Block I66,block
block:I67,chapter:I,I67,Block I67,block
block:I68,chapter:I,I68,Block I68,block
block:I69,chapter:I,I69,Block I69,block
block:I70,chapter:I,I70,Block I70,block
block:I71,chapter:I,I71,Block I71,block
block:I72,chapter:I,I72,Block I72,block
block:I73,chapter:I,I73,Block I73,block
block:I74,chapter:I,I74,Block I74,block
block:I77,chapter:I,I77,Block I77,block
block:I78,chapter:I,I78,Block I78,block
block:I79,chapter:I,I79,Block I79,block
block:I80,chapter:I,I80,Block I80,block
block:I81,chapter:I,I81,Block I81,block
block:I82,chapter:I,I82,Block I82,block
block:I83,chapter:I,I83,Block I83,block
block:I84,chapter:I,I84,Block I84,block
block:I85,chapter:I,I85,Block I85,block
block:I86,chapter:I,I86,Block I86,block
block:I87,chapter:I,I87,Block I87,block
block:I88,chapter:I,I88,Block I88,block
block:I89,chapter:I,I89,Block I89,block
block:I95,chapter:I,I95,Block I95,block
block:I97,chapter:I,I97,Block I97,block
block:I98,chapter:I,I98,Block I98,block
block:I99,chapter:I,I99,Block I99,block
block:J00,chapter:J,J00,Block J00,block
block:J01,chapter:J,J01,Block J01,block
block:J02,chapter:J,J02,Block J02,block
block:J03,chapter:J,J03,Block J03,block
block:J04,chapter:J,J04,Block J04,block
block:J05,chapter:J,J05,Block J05,block
block:J06,chapter:J,J06,Block J06,block
block:J10,chapter:J,J10,Block J10,block
block:J11,chapter:J,J11,Block J11,block
block:J12,chapter:J,J12,Block J12,block
block:J13,chapter:J,J13,Block J13,block
block:J14,chapter:J,J14,Block J14,block
block:J15,chapter:J,J15,Block J15,block
block:J16,chapter:J,J16,Block J16,block
block:J17,chapter:J,J17,Block J17,block
block:J18,chapter:J,J18,Block J18,block
block:J20,chapter:J,J20,Block J20,block
block:J21,chapter:J,J21,Block J21,block
block:J22,chapter:J,J22,Block J22,block
block:J30,chapter:J,J30,Block J30,block
block:J31,chapter:J,J31,Block J31,block
block:J32,chapter:J,J32,Block J32,block
block:J33,chapter:J,J33,Block J33,block
block:J34,chapter:J,J34,Block J34,block
block:J35,chapter:J,J35,Block J35,block
block:J36,chapter:J,J36,Block J36,block
block:J37,chapter:J,J37,Block J37,block
block:J38,chapter:J,J38,Block J38,block
block:J39,chapter:J,J39,Block J39,block
block:J40,chapter:J,J40,Block J40,block
block:J41,chapter:J,J41,Block J41,block
block:J42,chapter:J,J42,Block J42,block
block:J43,chapter:J,J43,Block J43,block
block:J44,chapter:J,J44,Block J44,block
block:J45,chapter:J,J45,Block J45,block
block:J46,chapter:J,J46,Block J46,block
block:J47,chapter:J,J47,Block J47,block
block:J60,chapter:J,J60,Block J60,block
block:J61,chapter:J,J61,Block J61,block
block:J62,chapter:J,J62,Block J62,block
block:J63,chapter:J,J63,Block J63,block
block:J64,chapter:J,J64,Block J64,block
block:J65,chapter:J,J65,Block J65,block
block:J66,chapter:J,J66,Block J66,block
block:J67,chapter:J,J67,Block J67,block
block:J68,chapter:J,J68,Block J68,block
block:J69,chapter:J,J69,Block J69,block
block:J70,chapter:J,J70,Block J70,block
block:J80,chapter:J,J80,Block J80,block
block:J81,chapter:J,J81,Block J81,block
block:J82,chapter:J,J82,Block J82,block
block:J84,chapter:J,J84,Block J84,block
block:J85,chapter:J,J85,Block J85,block
block:J86,chapter:J,J86,Block J86,block
block:J90,chapter:J,J90,Block J90,block
block:J91,chapter:J,J91,Block J91,block
block:J92,chapter:J,J92,Block J92,block
block:J93,chapter:J,J93,Block J93,block
block:J94,chapter:J,J94,Block J94,block
block:J95,chapter:J,J95,Block J95,block
block:J96,chapter:J,J96,Block J96,block
block:J98,chapter:J,J98,Block J98,block
block:J99,chapter:J,J99,Block J99,block
block:K00,chapter:K,K00,Block K00,block
block:K01,chapter:K,K01,Block K01,block
block:K02,chapter:K,K02,Block K02,block
block:K03,chapter:K,K03,Block K03,block
block:K04,chapter:K,K04,Block K04,block
block:K05,chapter:K,K05,Block K05,block
block:K06,chapter:K,K06,Block K06,block
block:K07,chapter:K,K07,Block K07,block
block:K08,chapter:K,K08,Block K08,block
block:K09,chapter:K,K09,Block K09,block
block:K10,chapter:K,K10,Block K10,block
block:K11,chapter:K,K11,Block K11,block
block:K12,chapter:K,K12,Block K12,block
block:K13,chapter:K,K13,Block K13,block
block:K14,chapter:K,K14,Block K14,block
block:K20,chapter:K,K20,Block K20,block
block:K21,chapter:K,K21,Block K21,block
block:K22,chapter:K,K22,Block K22,block
block:K23,chapter:K,K23,Block K23,block
block:K25,chapter:K,K25,Block K25,block
block:K26,chapter:K,K26,Block K26,block
block:K27,chapter:K,K27,Block K27,block
block:K28,chapter:K,K28,Block K28,block
block:K29,chapter:K,K29,Block K29,block
block:K30,chapter:K,K30,Block K30,block
block:K31,chapter:K,K31,Block K31,block
block:K35,chapter:K,K35,Block K35,block
block:K36,chapter:K,K36,Block K36,block
block:K37,chapter:K,K37,Block K37,block
block:K38,chapter:K,K38,Block K38,block
block:K40,chapter:K,K40,Block K40,block
block:K41,chapter:K,K41,Block K41,block
block:K42,chapter:K,K42,Block K42,block
block:K43,chapter:K,K43,Block K43,block
block:K44,chapter:K,K44,Block K44,block
block:K45,chapter:K,K45,Block K45,block
block:K46,chapter:K,K46,Block K46,block
block:K50,chapter:K,K50,Block K50,block
block:K51,chapter:K,K51,Block K51,block
block:K52,chapter:K,K52,Block K52,block
block:K55,chapter:K,K55,Block K55,block
block:K56,chapter:K,K56,Block K56,block
block:K57,chapter:K,K57,Block K57,block
block:K58,chapter:K,K58,Block K58,block
block:K59,chapter:K,K59,Block K59,block
block:K60,chapter:K,K60,Block K60,block
block:K61,chapter:K,K61,Block K61,block
block:K62,chapter:K,K62,Block K62,block
block:K63,chapter:K,K63,Block K63,block
block:K65,chapter:K,K65,Block K65,block
block:K66,chapter:K,K66,Block K66,block
block:K67,chapter:K,K67,Block K67,block
block:K70,chapter:K,K70,Block K70,block
block:K71,chapter:K,K71,Block K71,block
block:K72,chapter:K,K72,Block K72,block
block:K73,chapter:K,K73,Block K73,block
block:K74,chapter:K,K74,Block K74,block
block:K75,chapter:K,K75,Block K75,block
block:K76,chapter:K,K76,Block K76,block
block:K77,chapter:K,K77,Block K77,block
block:K80,chapter:K,K80,Block K80,block
block:K81,chapter:K,K81,Block K81,block
block:K82,chapter:K,K82,Block K82,block
block:K83,chapter:K,K83,Block K83,block
block:K85,chapter:K,K85,Block K85,block
block:K86,chapter:K,K86,Block K86,block
block:K87,chapter:K,K87,Block K87,block
block:K90,chapter:K,K90,Block K90,block
block:K91,chapter:K,K91,Block K91,block
block:K92,chapter:K,K92,Block K92,block
block:K93,chapter:K,K93,Block K93,block
block:L00,chapter:L,L00,Block L00,block
block:L01,chapter:L,L01,Block L01,block
block:L02,chapter:L,L02,Block L02,block
block:L03,chapter:L,L03,Block L03,block
block:L04,chapter:L,L04,Block L04,block
block:L05,chapter:L,L05,Block L05,block
block:L08,chapter:L,L08,Block L08,block
block:L10,chapter:L,L10,Block L10,block
block:L11,chapter:L,L11,Block L11,block
block:L12,chapter:L,L12,Block L12,block
block:L13,chapter:L,L13,Block L13,block
block:L14,chapter:L,L14,Block L14,block
block:L20,chapter:L,L20,Block L20,block
block:L21,chapter:L,L21,Block L21,block
block:L22,chapter:L,L22,Block L22,block
block:L23,chapter:L,L23,Block L23,block
block:L24,chapter:L,L24,Block L24,block
block:L25,chapter:L,L25,Block L25,block
block:L26,chapter:L,L26,Block L26,block
block:L27,chapter:L,L27,Block L27,block
block:L28,chapter:L,L28,Block L28,block
block:L29,chapter:L,L29,Block L29,block
block:L30,chapter:L,L30,Block L30,block
block:L40,chapter:L,L40,Block L40,block
block:L41,chapter:L,L41,Block L41,block
block:L42,chapter:L,L42,Block L42,block
block:L43,chapter:L,L43,Block L43,block
block:L44,chapter:L,L44,Block L44,block
block:L45,chapter:L,L45,Block L45,block
block:L50,chapter:L,L50,Block L50,block
block:L51,chapter:L,L51,Block L51,block
block:L52,chapter:L,L52,Block L52,block
block:L53,chapter:L,L53,Block L53,block
block:L54,chapter:L,L54,Block L54,block
block:L55,chapter:L,L55,Block L55,block
block:L56,chapter:L,L56,Block L56,block
block:L57,chapter:L,L57,Block L57,block
block:L58,chapter:L,L58,Block L58,block
block:L59,chapter:L,L59,Block L59,block
block:L60,chapter:L,L60,Block L60,block
block:L62,chapter:L,L62,Block L62,block
block:L63,chapter:L,L63,Block L63,block
block:L64,chapter:L,L64,Block L64,block
block:L65,chapter:L,L65,Block L65,block
block:L66,chapter:L,L66,Block L66,block
block:L67,chapter:L,L67,Block L67,block
block:L68,chapter:L,L68,Block L68,block
block:L70,chapter:L,L70,Block L70,block
block:L71,chapter:L,L71,Block L71,block
block:L72,chapter:L,L72,Block L72,block
block:L73,chapter:L,L73,Block L73,block
block:L74,chapter:L,L74,Block L74,block
block:L75,chapter:L,L75,Block L75,block
block:L80,chapter:L,L80,Block L80,block
block:L81,chapter:L,L81,Block L81,block
block:L82,chapter:L,L82,Block L82,block
block:L83,chapter:L,L83,Block L83,block
block:L84,chapter:L,L84,Block L84,block
block:L85,chapter:L,L85,Block L85,block
block:L86,chapter:L,L86,Block L86,block
block:L87,chapter:L,L87,Block L87,block
block:L88,chapter:L,L88,Block L88,block
block:L89,chapter:L,L89,Block L89,block
block:L90,chapter:L,L90,Block L90,block
block:L91,chapter:L,L91,Block L91,block
block:L92,chapter:L,L92,Block L92,block
block:L93,chapter:L,L93,Block L93,block
block:L94,chapter:L,L94,Block L94,block
block:L95,chapter:L,L95,Block L95,block
block:L97,chapter:L,L97,Block L97,block
block:L98,chapter:L,L98,Block L98,block
block:L99,chapter:L,L99,Block L99,block
block:M00,chapter:M,M00,Block M00,block
block:M01,chapter:M,M01,Block M01,block
block:M02,chapter:M,M02,Block M02,block
block:M03,chapter:M,M03,Block M03,block
block:M05,chapter:M,M05,Block M05,block
block:M06,chapter:M,M06,Block M06,block
block:M07,chapter:M,M07,Block M07,block
block:M08,chapter:M,M08,Block M08,block
block:M09,chapter:M,M09,Block M09,block
block:M10,chapter:M,M10,Block M10,block
block:M11,chapter:M,M11,Block M11,block
block:M12,chapter:M,M12,Block M12,block
block:M13,chapter:M,M13,Block M13,block
block:M14,chapter:M,M14,Block M14,block
block:M15,chapter:M,M15,Block M15,block
block:M16,chapter:M,M16,Block M16,block
block:M17,chapter:M,M17,Block M17,block
block:M18,chapter:M,M18,Block M18,block
block:M19,chapter:M,M19,Block M19,block
block:M20,chapter:M,M20,Block M20,block
block:M21,chapter:M,M21,Block M21,block
block:M22,chapter:M,M22,Block M22,block
block:M23,chapter:M,M23,Block M23,block
block:M24,chapter:M,M24,Block M24,block
block:M25,chapter:M,M25,Block M25,block
block:M30,chapter:M,M30,Block M30,block
block:M31,chapter:M,M31,Block M31,block
block:M32,chapter:M,M32,Block M32,block
block:M33,chapter:M,M33,Block M33,block
block:M34,chapter:M,M34,Block M34,block
block:M35,chapter:M,M35,Block M35,block
block:M36,chapter:M,M36,Block M36,block
block:M40,chapter:M,M40,Block M40,block
block:M41,chapter:M,M41,Block M41,block
block:M42,chapter:M,M42,Block M42,block
block:M43,chapter:M,M43,Block M43,block
block:M45,chapter:M,M45,Block M45,block
block:M46,chapter:M,M46,Block M46,block
block:M47,chapter:M,M47,Block M47,block
block:M48,chapter:M,M48,Block M48,block
block:M49,chapter:M,M49,Block M49,block
block:M50,chapter:M,M50,Block M50,block
block:M51,chapter:M,M51,Block M51,block
block:M53,chapter:M,M53,Block M53,block
block:M54,chapter:M,M54,Block M54,block
block:M60,chapter:M,M60,Block M60,block
block:M61,chapter:M,M61,Block M61,block
block:M62,chapter:M,M62,Block M62,block
block:M63,chapter:M,M63,Block M63,block
block:M65,chapter:M,M65,Block M65,block
block:M66,chapter:M,M66,Block M66,block
block:M67,chapter:M,M67,Block M67,block
block:M68,chapter:M,M68,Block M68,block
block:M70,chapter:M,M70,Block M70,block
block:M71,chapter:M,M71,Block M71,block
block:M72,chapter:M,M72,Block M72,block
block:M73,chapter:M,M73,Block M73,block
block:M75,chapter:M,M75,Block M75,block
block:M76,chapter:M,M76,Block M76,block
block:M77,chapter:M,M77,Block M77,block
block:M79,chapter:M,M79,Block M79,block
block:M80,chapter:M,M80,Block M80,block
block:M81,chapter:M,M81,Block M81,block
block:M82,chapter:M,M82,Block M82,block
block:M83,chapter:M,M83,Block M83,block
block:M84,chapter:M,M84,Block M84,block
block:M85,chapter:M,M85,Block M85,block
block:M86,chapter:M,M86,Block M86,block
block:M87,chapter:M,M87,Block M87,block
block:M88,chapter:M,M88,Block M88,block
block:M89,chapter:M,M89,Block M89,block
block:M90,chapter:M,M90,Block M90,block
block:M91,chapter:M,M91,Block M91,block
block:M92,chapter:M,M92,Block M92,block
block:M93,chapter:M,M93,Block M93,block
block:M94,chapter:M,M94,Block M94,block
block:M95,chapter:M,M95,Block M95,block
block:M96,chapter:M,M96,Block M96,block
block:M99,chapter:M,M99,Block M99,block
block:N00,chapter:N,N00,Block N00,block
block:N01,chapter:N,N01,Block N01,block
block:N02,chapter:N,N02,Block N02,block
block:N03,chapter:N,N03,Block N03,block
block:N04,chapter:N,N04,Block N04,block
block:N05,chapter:N,N05,Block N05,block
block:N06,chapter:N,N06,Block N06,block
block:N07,chapter:N,N07,Block N07,block
block:N08,chapter:N,N08,Block N08,block
block:N10,chapter:N,N10,Block N10,block
block:N11,chapter:N,N11,Block N11,block
block:N12,chapter:N,N12,Block N12,block
block:N13,chapter:N,N13,Block N13,block
block:N14,chapter:N,N14,Block N14,block
block:N15,chapter:N,N15,Block N15,block
block:N16,chapter:N,N16,Block N16,block
block:N17,chapter:N,N17,Block N17,block
block:N18,chapter:N,N18,Block N18,block
block:N19,chapter:N,N19,Block N19,block
block:N20,chapter:N,N20,Block N20,block
block:N21,chapter:N,N21,Block N21,block
block:N22,chapter:N,N22,Block N22,block
block:N23,chapter:N,N23,Block N23,block
block:N25,chapter:N,N25,Block N25,block
block:N26,chapter:N,N26,Block N26,block
block:N27,chapter:N,N27,Block N27,block
block:N28,chapter:N,N28,Block N28,block
block:N29,chapter:N,N29,Block N29,block
block:N30,chapter:N,N30,Block N30,block
block:N31,chapter:N,N31,Block N31,block
block:N32,chapter:N,N32,Block N32,block
block:N33,chapter:N,N33,Block N33,block
block:N34,chapter:N,N34,Block N34,block
block:N35,chapter:N,N35,Block N35,block
block:N36,chapter:N,N36,Block N36,block
block:N37,chapter:N,N37,Block N37,block
block:N39,chapter:N,N39,Block N39,block
block:N40,chapter:N,N40,Block N40,block
block:N41,chapter:N,N41,Block N41,block
block:N42,chapter:N,N42,Block N42,block
block:N43,chapter:N,N43,Block N43,block
block:N44,chapter:N,N44,Block N44,block
block:N45,chapter:N,N45,Block N45,block
block:N46,chapter:N,N46,Block N46,block
block:N47,chapter:N,N47,Block N47,block
block:N48,chapter:N,N48,Block N48,block
block:N49,chapter:N,N49,Block N49,block
block:N50,chapter:N,N50,Block N50,block
block:N51,chapter:N,N51,Block N51,block
block:N60,chapter:N,N60,Block N60,block
block:N61,chapter:N,N61,Block N61,block
block:N62,chapter:N,N62,Block N62,block
block:N63,chapter:N,N63,Block N63,block
block:N64,chapter:N,N64,Block N64,block
block:N70,chapter:N,N70,Block N70,block
block:N71,chapter:N,N71,Block N71,block
block:N72,chapter:N,N72,Block N72,block
block:N73,chapter:N,N73,Block N73,block
block:N74,chapter:N,N74,Block N74,block
block:N75,chapter:N,N75,Block N75,block
block:N76,chapter:N,N76,Block N76,block
block:N77,chapter:N,N77,Block N77,block
block:N80,chapter:N,N80,Block N80,block
block:N81,chapter:N,N81,Block N81,block
block:N82,chapter:N,N82,Block N82,block
block:N83,chapter:N,N83,Block N83,block
block:N84,chapter:N,N84,Block N84,block
block:N85,chapter:N,N85,Block N85,block
block:N86,chapter:N,N86,Block N86,block
block:N87,chapter:N,N87,Block N87,block
block:N88,chapter:N,N88,Block N88,block
block:N89,chapter:N,N89,Block N89,block
block:N90,chapter:N,N90,Block N90,block
block:N91,chapter:N,N91,Block N91,block
block:N92,chapter:N,N92,Block N92,block
block:N93,chapter:N,N93,Block N93,block
block:N94,chapter:N,N94,Block N94,block
block:N95,chapter:N,N95,Block N95,block
block:N96,chapter:N,N96,Block N96,block
block:N97,chapter:N,N97,Block N97,block
block:N98,chapter:N,N98,Block N98,block
block:N99,chapter:N,N99,Block N99,block
block:O00,chapter:O,O00,Block O00,block
block:O01,chapter:O,O01,Block O01,block
block:O02,chapter:O,O02,Block O02,block
block:O03,chapter:O,O03,Block O03,block
block:O04,chapter:O,O04,Block O04,block
block:O05,chapter:O,O05,Block O05,block
block:O06,chapter:O,O06,Block O06,block
block:O07,chapter:O,O07,Block O07,block
block:O08,chapter:O,O08,Block O08,block
block:O10,chapter:O,O10,Block O10,block
block:O11,chapter:O,O11,Block O11,block
block:O12,chapter:O,O12,Block O12,block
block:O13,chapter:O,O13,Block O13,block
block:O14,chapter:O,O14,Block O14,block
block:O15,chapter:O,O15,Block O15,block
block:O16,chapter:O,O16,Block O16,block
block:O20,chapter:O,O20,Block O20,block
block:O21,chapter:O,O21,Block O21,block
block:O22,chapter:O,O22,Block O22,block
block:O23,chapter:O,O23,Block O23,block
block:O24,chapter:O,O24,Block O24,block
block:O25,chapter:O,O25,Block O25,block
block:O26,chapter:O,O26,Block O26,block
block:O28,chapter:O,O28,Block O28,block
block:O29,chapter:O,O29,Block O29,block
block:O30,chapter:O,O30,Block O30,block
block:O31,chapter:O,O31,Block O31,block
block:O32,chapter:O,O32,Block O32,block
block:O33,chapter:O,O33,Block O33,block
block:O34,chapter:O,O34,Block O34,block
